run_time,spot,expiration,strike,bid,ask,last,volume,open_interest,iv,delta,gamma,theta,vega
2026-07-23 13:45:17,697.77,2026-07-23,683.0,14.82,15.09,,,,0.4748,0.9551,0.0107,-0.185,0.0176
2026-07-23 13:45:17,697.77,2026-07-23,684.0,13.71,14.16,23.83,65,,0.4373,0.9569,0.01124,-0.165,0.0171
2026-07-23 13:45:17,697.77,2026-07-23,685.0,13.14,13.42,21,13,593,0.5457,0.8992,0.01736,-0.51,0.0329
2026-07-23 13:45:17,697.77,2026-07-23,686.0,12.04,12.31,21.25,2,1,0.4817,0.9085,0.01832,-0.405,0.0306
2026-07-23 13:45:17,697.77,2026-07-23,687.0,11.01,11.22,22.68,3,,0.4314,0.9129,0.01972,-0.345,0.0295
2026-07-23 13:45:17,697.77,2026-07-23,688.0,10.01,10.36,21.51,21,1,0.4227,0.8957,0.02297,-0.415,0.0337
2026-07-23 13:45:17,697.77,2026-07-23,689.0,9.38,9.46,17.5,1,,0.4511,0.8551,0.0271,-0.65,0.0424
2026-07-23 13:45:17,697.77,2026-07-23,690.0,8.56,8.61,8.64,1043,560,0.4517,0.8256,0.03056,-0.815,0.0479
2026-07-23 13:45:17,697.77,2026-07-23,691.0,7.55,7.58,15.91,4,594,0.4102,0.8155,0.03487,-0.795,0.0496
2026-07-23 13:45:17,697.77,2026-07-23,692.0,6.79,6.97,7.07,61,146,0.4297,0.768,0.03812,-1.11,0.0568
2026-07-23 13:45:17,697.77,2026-07-23,693.0,6.06,6.12,6.4,121,184,0.4223,0.7313,0.04193,-1.32,0.0615
2026-07-23 13:45:17,697.77,2026-07-23,694.0,5.38,5.42,5.21,679,191,0.4247,0.6866,0.0448,-1.63,0.066
2026-07-23 13:45:17,697.77,2026-07-23,695.0,4.56,4.73,4.56,888,484,0.4109,0.6446,0.04865,-1.875,0.0694
2026-07-23 13:45:17,697.77,2026-07-23,696.0,4.01,4.08,4.1,304,256,0.4131,0.5943,0.05038,-2.275,0.0722
2026-07-23 13:45:17,697.77,2026-07-23,697.0,3.39,3.46,3.38,342,443,0.4056,0.5439,0.05248,-2.655,0.0739
2026-07-23 13:45:17,697.77,2026-07-23,698.0,2.79,2.83,3.04,195,690,0.3919,0.4907,0.05463,-2.81,0.0743
2026-07-23 13:45:17,697.77,2026-07-23,699.0,2.3,2.39,2.46,146,1174,0.3911,0.4362,0.05405,-2.345,0.0734
2026-07-23 13:45:17,697.77,2026-07-23,700.0,1.85,1.87,1.86,420,935,0.3799,0.3796,0.05378,-1.86,0.0709
2026-07-23 13:45:17,697.77,2026-07-23,701.0,1.52,1.53,1.48,170,1288,0.3821,0.3283,0.05077,-1.525,0.0673
2026-07-23 13:45:17,697.77,2026-07-23,702.0,1.16,1.17,1.15,101,577,0.3724,0.2743,0.04803,-1.165,0.0621
2026-07-23 13:45:17,697.77,2026-07-23,703.0,0.88,0.89,1.03,436,951,0.3667,0.2253,0.04392,-0.885,0.0559
2026-07-23 13:45:17,697.77,2026-07-23,704.0,0.67,0.68,0.76,112,606,0.365,0.183,0.03899,-0.675,0.0494
2026-07-23 13:45:17,697.77,2026-07-23,705.0,0.52,0.54,0.49,189,912,0.369,0.1496,0.03385,-0.53,0.0434
2026-07-23 13:45:17,697.77,2026-07-23,706.0,0.39,0.4,0.39,232,829,0.3681,0.118,0.02883,-0.395,0.0368
2026-07-23 13:45:17,697.77,2026-07-23,707.0,0.24,0.25,0.25,317,999,0.3521,0.0823,0.02315,-0.245,0.0283
2026-07-23 13:45:17,697.77,2026-07-23,708.0,0.17,0.18,0.17,1383,647,0.3522,0.0618,0.01858,-0.175,0.0227
2026-07-23 13:45:17,697.77,2026-07-23,709.0,0.11,0.16,0.12,109,749,0.359,0.0487,0.0151,-0.135,0.0188
2026-07-23 13:45:17,697.77,2026-07-23,710.0,0.07,0.08,0.12,429,2757,0.3451,0.0302,0.01064,-0.075,0.0127
2026-07-23 13:45:17,697.77,2026-07-23,711.0,0.09,0.1,0.09,48,734,0.3834,0.0339,0.01053,-0.095,0.014
2026-07-23 13:45:17,697.77,2026-07-23,712.0,0.07,0.08,0.08,97,833,0.391,0.0271,0.00857,-0.075,0.0116
2026-07-23 13:50:18,695.63,2026-07-23,681.0,14.33,14.85,14.95,23,,,,,,
2026-07-23 13:50:18,695.63,2026-07-23,682.0,13.87,14.28,14.54,19,,0.5572,0.9112,0.01563,-0.445,0.0296
2026-07-23 13:50:18,695.63,2026-07-23,683.0,12.91,13.17,13.24,27,,0.5147,0.9117,0.01686,-0.41,0.0295
2026-07-23 13:50:18,695.63,2026-07-23,684.0,11.78,12.11,12.08,13,,0.4509,0.922,0.01754,-0.315,0.0269
2026-07-23 13:50:18,695.63,2026-07-23,685.0,11.18,11.19,11.21,112,593,0.4949,0.8814,0.02173,-0.555,0.0366
2026-07-23 13:50:18,695.63,2026-07-23,686.0,10.16,10.39,11.58,29,1,0.4844,0.863,0.02454,-0.645,0.0405
2026-07-23 13:50:18,695.63,2026-07-23,687.0,9.16,9.24,9.33,117,,0.4313,0.8643,0.02739,-0.57,0.0402
2026-07-23 13:50:18,695.63,2026-07-23,688.0,8.36,8.42,8.79,68,1,0.4394,0.8302,0.0312,-0.76,0.0466
2026-07-23 13:50:18,695.63,2026-07-23,689.0,7.44,7.62,7.74,39,,0.4298,0.8019,0.0351,-0.9,0.0514
2026-07-23 13:50:18,695.63,2026-07-23,690.0,6.71,6.99,7.11,1656,560,0.4473,0.756,0.03801,-1.22,0.0579
2026-07-23 13:50:18,695.63,2026-07-23,691.0,6.04,6.1,6.13,343,594,0.4397,0.7194,0.04154,-1.44,0.0622
2026-07-23 13:50:18,695.63,2026-07-23,692.0,5.26,5.31,5.57,751,146,0.4259,0.6814,0.04543,-1.655,0.0659
2026-07-23 13:50:18,695.63,2026-07-23,693.0,4.62,4.72,4.6,2281,184,0.4315,0.6328,0.04731,-2.04,0.0695
2026-07-23 13:50:18,695.63,2026-07-23,694.0,4.05,4.08,4.08,5169,191,0.4314,0.5845,0.049,-2.435,0.0719
2026-07-23 13:50:18,695.63,2026-07-23,695.0,3.48,3.53,3.53,8756,484,0.4308,0.5349,0.05001,-2.875,0.0733
2026-07-23 13:50:18,695.63,2026-07-23,696.0,2.87,2.89,2.89,8378,256,0.4145,0.484,0.05213,-2.88,0.0735
2026-07-23 13:50:18,695.63,2026-07-23,697.0,2.39,2.46,2.46,4451,443,0.4143,0.4322,0.05144,-2.425,0.0725
2026-07-23 13:50:18,695.63,2026-07-23,698.0,1.99,2.009,2.009,3248,690,0.411,0.3806,0.05024,-1.9995,0.0703
2026-07-23 13:50:18,695.63,2026-07-23,699.0,1.56,1.59,1.59,2811,1174,0.4002,0.3274,0.0489,-1.575,0.0666
2026-07-23 13:50:18,695.63,2026-07-23,700.0,1.24,1.25,1.25,8850,935,0.3953,0.2779,0.04599,-1.245,0.0619
2026-07-23 13:50:18,695.63,2026-07-23,701.0,0.95,0.96,0.96,2796,1288,0.3886,0.2302,0.04238,-0.955,0.0561
2026-07-23 13:50:18,695.63,2026-07-23,702.0,0.73,0.78,0.78,3438,577,0.39,0.1913,0.03787,-0.755,0.0503
2026-07-23 13:50:18,695.63,2026-07-23,703.0,0.54,0.59,0.59,12443,951,0.3856,0.1533,0.03325,-0.565,0.0436
2026-07-23 13:50:18,695.63,2026-07-23,704.0,0.39,0.44,0.44,2164,606,0.3816,0.1203,0.02846,-0.415,0.037
2026-07-23 13:50:18,695.63,2026-07-23,705.0,0.31,0.32,0.32,3737,912,0.3833,0.0954,0.02398,-0.315,0.0313
2026-07-23 13:50:18,695.63,2026-07-23,706.0,0.23,0.24,0.24,1565,829,0.3843,0.0744,0.01984,-0.235,0.026
2026-07-23 13:50:18,695.63,2026-07-23,707.0,0.17,0.18,0.18,1189,999,0.3862,0.0576,0.0162,-0.175,0.0213
2026-07-23 13:50:18,695.63,2026-07-23,708.0,0.08,0.09,0.09,2178,647,0.3594,0.0328,0.01105,-0.085,0.0135
2026-07-23 13:50:18,695.63,2026-07-23,709.0,0.05,0.1,0.1,1300,749,0.375,0.0283,0.00937,-0.075,0.012
2026-07-23 13:50:18,695.63,2026-07-23,710.0,0.03,0.04,0.09,2883,2757,0.3545,0.0151,0.00583,-0.035,0.007
2026-07-23 13:55:19,697.41,2026-07-23,683.0,14.27,14.38,13.45,48,,,,,,
2026-07-23 13:55:19,697.41,2026-07-23,684.0,13.36,13.63,13.5,53,,0.3765,0.9753,0.00836,-0.085,0.0106
2026-07-23 13:55:19,697.41,2026-07-23,685.0,12.34,12.92,12.5,321,593,0.4359,0.942,0.01448,-0.22,0.0213
2026-07-23 13:55:19,697.41,2026-07-23,686.0,11.75,11.97,11.66,94,1,0.4918,0.9001,0.01941,-0.45,0.0322
2026-07-23 13:55:19,697.41,2026-07-23,687.0,10.55,10.9,10.71,220,,0.4163,0.9162,0.02014,-0.315,0.0283
2026-07-23 13:55:19,697.41,2026-07-23,688.0,9.54,9.68,9.65,128,1,0.3425,0.9349,0.02017,-0.2,0.0233
2026-07-23 13:55:19,697.41,2026-07-23,689.0,8.93,8.96,8.98,78,,0.4169,0.8672,0.02804,-0.535,0.0394
2026-07-23 13:55:19,697.41,2026-07-23,690.0,7.89,7.9,8.29,1793,560,0.3699,0.8652,0.03191,-0.485,0.0398
2026-07-23 13:55:19,697.41,2026-07-23,691.0,7.22,7.28,7.34,482,594,0.4113,0.8053,0.03646,-0.84,0.0506
2026-07-23 13:55:19,697.41,2026-07-23,692.0,6.35,6.39,6.5,1161,146,0.3938,0.776,0.04135,-0.96,0.055
2026-07-23 13:55:19,697.41,2026-07-23,693.0,5.6,5.71,5.72,3275,184,0.3998,0.7292,0.04509,-1.245,0.0608
2026-07-23 13:55:19,697.41,2026-07-23,694.0,4.98,5.02,4.98,6404,191,0.407,0.6792,0.04788,-1.59,0.0658
2026-07-23 13:55:19,697.41,2026-07-23,695.0,4.22,4.31,4.29,13343,484,0.3948,0.6334,0.0519,-1.855,0.0691
2026-07-23 13:55:19,697.41,2026-07-23,696.0,3.7,3.71,3.71,15258,256,0.4008,0.5792,0.05311,-2.295,0.0718
2026-07-23 13:55:19,697.41,2026-07-23,697.0,3.01,3.05,3.13,13508,443,0.3835,0.5264,0.05651,-2.62,0.0731
2026-07-23 13:55:19,697.41,2026-07-23,698.0,2.5,2.59,2.59,7495,690,0.3847,0.4699,0.05629,-2.545,0.0731
2026-07-23 13:55:19,697.41,2026-07-23,699.0,2.05,2.11,2.1,6195,1174,0.3809,0.4133,0.05566,-2.08,0.0715
2026-07-23 13:55:19,697.41,2026-07-23,700.0,1.64,1.69,1.69,19446,935,0.3761,0.3571,0.05399,-1.665,0.0685
2026-07-23 13:55:19,697.41,2026-07-23,701.0,1.3,1.36,1.36,4812,1288,0.3749,0.3043,0.05081,-1.33,0.0643
2026-07-23 13:55:19,697.41,2026-07-23,702.0,1.03,1.04,1.04,6172,577,0.3717,0.254,0.04692,-1.035,0.0589
2026-07-23 13:55:19,697.41,2026-07-23,703.0,0.79,0.8,0.8,16142,951,0.3696,0.2083,0.04225,-0.795,0.0527
