run_time,spot,expiration,strike,bid,ask,last,volume,open_interest,iv,delta,gamma,theta,vega
2026-09-03 13:45:19,713.05,2026-09-03,699.0,13.93,14.27,10.48,112,20,0.3352,0.9872,0.00518,-0.05,0.0063
2026-09-03 13:45:19,713.05,2026-09-03,700.0,13.08,13.35,9.86,525,204,0.4093,0.9553,0.0121,-0.165,0.0179
2026-09-03 13:45:19,713.05,2026-09-03,701.0,11.94,11.98,11.8,10,45,,,,,
2026-09-03 13:45:19,713.05,2026-09-03,702.0,10.97,11.15,8.1,1,167,,,,,
2026-09-03 13:45:19,713.05,2026-09-03,703.0,10.05,10.1,7.21,543,73,0.1946,0.9969,0.00252,-0.025,0.0018
2026-09-03 13:45:19,713.05,2026-09-03,704.0,9.13,9.27,6.31,4315,186,0.2981,0.9466,0.01915,-0.15,0.0207
2026-09-03 13:45:19,713.05,2026-09-03,705.0,8.09,8.42,8.189,12,1166,0.2943,0.9268,0.02479,-0.205,0.0264
2026-09-03 13:45:19,713.05,2026-09-03,706.0,7.34,7.46,7.12,28,714,0.3105,0.8862,0.0326,-0.35,0.0367
2026-09-03 13:45:19,713.05,2026-09-03,707.0,6.35,6.48,6.23,85,1025,0.2824,0.8724,0.03884,-0.365,0.0398
2026-09-03 13:45:19,713.05,2026-09-03,708.0,5.35,5.56,5.2,230,1976,0.2587,0.8501,0.04732,-0.405,0.0444
2026-09-03 13:45:19,713.05,2026-09-03,709.0,4.47,4.56,4.47,548,900,0.2361,0.819,0.05858,-0.465,0.0501
2026-09-03 13:45:19,713.05,2026-09-03,710.0,3.66,3.8,3.66,1698,1818,0.2362,0.7542,0.07003,-0.68,0.06
2026-09-03 13:45:19,713.05,2026-09-03,711.0,2.97,3.02,2.97,2212,1202,0.2333,0.6809,0.08041,-0.945,0.068
2026-09-03 13:45:19,713.05,2026-09-03,712.0,2.28,2.3,2.31,3113,988,0.2241,0.6004,0.09054,-1.24,0.0735
2026-09-03 13:45:19,713.05,2026-09-03,713.0,1.63,1.71,1.63,1261,888,0.2151,0.5081,0.09739,-1.62,0.0759
2026-09-03 13:45:19,713.05,2026-09-03,714.0,1.18,1.2,1.18,956,1041,0.2121,0.4103,0.0963,-1.19,0.074
2026-09-03 13:45:19,713.05,2026-09-03,715.0,0.76,0.77,0.76,2328,2865,0.2026,0.3098,0.09143,-0.765,0.0671
2026-09-03 13:45:19,713.05,2026-09-03,716.0,0.51,0.53,0.51,599,980,0.206,0.229,0.07722,-0.52,0.0577
2026-09-03 13:45:19,713.05,2026-09-03,717.0,0.28,0.33,0.28,426,689,0.2009,0.1535,0.0619,-0.305,0.0451
2026-09-03 13:45:19,713.05,2026-09-03,718.0,0.2,0.21,0.16,511,721,0.208,0.1079,0.04685,-0.205,0.0353
2026-09-03 13:45:19,713.05,2026-09-03,719.0,0.09,0.14,0.09,214,609,0.2064,0.0669,0.03298,-0.115,0.0247
2026-09-03 13:45:19,713.05,2026-09-03,720.0,0.05,0.06,0.09,1852,4583,0.2012,0.0362,0.02072,-0.055,0.0151
2026-09-03 13:45:19,713.05,2026-09-03,721.0,0.06,0.07,0.06,201,801,0.2315,0.037,0.01837,-0.065,0.0154
2026-09-03 13:45:19,713.05,2026-09-03,722.0,0.01,0.06,0.03,557,3376,0.2301,0.0216,0.01179,-0.035,0.0098
2026-09-03 13:45:19,713.05,2026-09-03,723.0,0.01,0.02,0.03,8,1155,0.2237,0.0104,0.00646,-0.015,0.0052
