run_time,spot,expiration,strike,bid,ask,last,volume,open_interest,iv,delta,gamma,theta,vega
2026-07-31 13:45:21,689.07,2026-07-31,675.0,13.76,14.4,14.65,2,5854,,,,,
2026-07-31 13:45:21,689.07,2026-07-31,676.0,13.06,13.5,13.27,17,2358,0.4486,0.946,0.01328,-0.21,0.0202
2026-07-31 13:45:21,689.07,2026-07-31,677.0,12.54,12.72,12.55,17,748,0.5451,0.8894,0.01882,-0.56,0.0347
2026-07-31 13:45:21,689.07,2026-07-31,678.0,11.47,11.49,9.74,3,4784,0.4678,0.9041,0.01977,-0.41,0.0313
2026-07-31 13:45:21,689.07,2026-07-31,679.0,10.88,11,10.65,28,1026,0.5545,0.8423,0.02363,-0.87,0.0443
2026-07-31 13:45:21,689.07,2026-07-31,680.0,9.87,10.09,10.1,138,21930,0.5264,0.8294,0.02618,-0.91,0.0467
2026-07-31 13:45:21,689.07,2026-07-31,681.0,8.86,8.89,9.11,21,4069,0.4666,0.83,0.02947,-0.805,0.0465
2026-07-31 13:45:21,689.07,2026-07-31,682.0,8.22,8.3,8.29,20,7964,0.5036,0.7811,0.03186,-1.19,0.0543
2026-07-31 13:45:21,689.07,2026-07-31,683.0,7.47,7.55,7.35,56,1384,0.5054,0.7469,0.0344,-1.44,0.0588
2026-07-31 13:45:21,689.07,2026-07-31,684.0,6.65,6.76,6.51,250,4403,0.4925,0.7158,0.03741,-1.635,0.0624
2026-07-31 13:45:21,689.07,2026-07-31,685.0,5.74,5.81,5.81,557,23990,0.4562,0.6897,0.04205,-1.705,0.0649
2026-07-31 13:45:21,689.07,2026-07-31,686.0,5.11,5.16,5.16,86,1250,0.4597,0.6452,0.04401,-2.065,0.0685
2026-07-31 13:45:21,689.07,2026-07-31,687.0,4.48,4.5,4.56,165,3104,0.4559,0.6009,0.04604,-2.42,0.071
2026-07-31 13:45:21,689.07,2026-07-31,688.0,3.77,3.85,3.8,135,2923,0.4412,0.5558,0.04867,-2.74,0.0727
2026-07-31 13:45:21,689.07,2026-07-31,689.0,3.31,3.35,3.26,93,1349,0.4475,0.5068,0.04845,-3.26,0.0734
2026-07-31 13:45:21,689.07,2026-07-31,690.0,2.67,2.74,2.74,1112,22440,0.4274,0.4563,0.05044,-2.705,0.073
2026-07-31 13:45:21,689.07,2026-07-31,691.0,2.19,2.25,2.25,1151,2226,0.4192,0.4046,0.05024,-2.22,0.0713
2026-07-31 13:45:21,689.07,2026-07-31,692.0,1.84,1.86,1.86,1237,5611,0.42,0.3557,0.04822,-1.85,0.0685
2026-07-31 13:45:21,689.07,2026-07-31,693.0,1.45,1.47,1.47,2422,3091,0.4104,0.3048,0.04638,-1.46,0.0644
2026-07-31 13:45:21,689.07,2026-07-31,694.0,1.17,1.19,1.17,934,3305,0.4102,0.2602,0.043,-1.18,0.0597
2026-07-31 13:45:21,689.07,2026-07-31,695.0,0.86,0.88,0.88,1605,19745,0.3964,0.2114,0.03968,-0.87,0.0532
2026-07-31 13:45:21,689.07,2026-07-31,696.0,0.64,0.7,0.7,401,2013,0.3942,0.1729,0.03528,-0.67,0.0471
